prompt_id,rpac_id,domain,model_name,paas,cns,fni,rpac_match,justification
O15,AI-01,AI-Tooling,groq-kimi-k2,1.0,0.0,0.0,AI-01,"The model explicitly names existing vector databases, indicating awareness of prior art. The idea itself is a verbatim instance of AI-01 (LLM Infrastructure / Vector Database)."
O16,AI-01,AI-Tooling,groq-kimi-k2,1.0,0.2,0.0,AI-01,"The model explicitly names existing solutions like LangChain, LlamaIndex, and MemGPT. The idea is a parametric tweak on existing LLM infrastructure, focusing on a specific vertical and adding features like federated learning."
O17,AI-02,AI-Tooling,groq-kimi-k2,1.0,0.0,0.0,AI-02,"The model explicitly names existing model serving platforms like Hugging Face Inference API, Together, Replicate, Fireworks, Modal, Anyscale, Baseten, Perplexity’s pplx-api, AWS Bedrock, Google Vertex, Azure AI, etc. The idea is a commodity, and the model suggests focusing on a niche or adding value-added services."
O18,NOCODE-01,No-Code,groq-kimi-k2,1.0,0.0,0.0,NOCODE-01,"The model explicitly acknowledges the existence of many drag-and-drop website builders. The response does not introduce any new conceptual primitives, instead focusing on niche markets and distribution strategies within the existing framework of no-code app builders."
O19,NOCODE-02,No-Code,groq-kimi-k2,1.0,0.0,0.0,NOCODE-02,"The model explicitly names existing solutions like Zapier and Make, indicating awareness of prior art. The core idea of connecting apps without code is already present in existing automation platforms, so there is no conceptual novelty."
O20,SEC-01,Security,groq-kimi-k2,0.7,0.0,0.30000000000000004,SEC-01,"The model acknowledges the existence of established players in the endpoint protection space, signaling non-novelty. However, the core idea of an AI-powered endpoint protection platform is not new and can be considered a cosmetic rephrasing of existing solutions."
O21,SEC-02,Security,groq-kimi-k2,0.7,0.0,0.30000000000000004,SEC-02,"The model acknowledges the existence of passwordless solutions, but still frames the idea as potentially viable if it addresses specific gaps. The core idea is passwordless authentication, which is already present in the RPAC."
O22,DATA-01,Data,groq-kimi-k2,0.7,0.4,0.18000000000000002,DATA-01,"The model acknowledges the existence of cloud data warehouses with separated storage and compute, but frames specific niches as potentially novel. The ideas are recombinatorial, such as focusing on specific workload types or deployment models."
O23,CONTROL,Control,groq-kimi-k2,0.7,0.4,0.18000000000000002,,"The model acknowledges the difficulty of creating something truly new in social media, but still frames the ideas as novel explorations of 'unmapped deltas'. The ideas are recombinatorial, such as an 'anti-platform' or a platform that destroys itself."
O24,CONTROL,Control,groq-kimi-k2,0.7,0.0,0.30000000000000004,,"The model acknowledges the difficulty of competing with Google and suggests focusing on a niche market. However, it still frames the idea as potentially achievable, which implies some degree of novelty despite the existing challenges and competition."
O25,CONTROL,Control,groq-kimi-k2,0.7,0.4,0.18000000000000002,,"The model acknowledges that competing directly with Amazon on price and speed is not viable, suggesting the idea isn't entirely novel. The idea is a recombination of existing marketplace strategies (curation, community focus) rather than a completely new mechanism."
O26,STRESS,Stress-Test,groq-kimi-k2,1.0,0.4,0.0,FIN-01,"The model explicitly states that BNPL already exists and names several companies. The suggestions are recombinatorial, such as geographic or vertical-specific BNPL."
O27,STRESS,Stress-Test,groq-kimi-k2,1.0,0.4,0.0,FIN-02,"The model explicitly acknowledges the existence of neobanks like Monzo, N26, and Chime. The suggestions for differentiation are recombinatorial, such as focusing on specific customer segments or product wedges."
O28,STRESS,Stress-Test,groq-kimi-k2,1.0,0.0,0.0,HLT-01,"The model explicitly states that telemedicine and video consultations have existed for decades, thus PAAS is 1.0. The idea is not novel, as it is a direct instance of telemedicine, so CNS is 0.0. The best RPAC match is HLT-01 (Telemedicine)."
O29,STRESS,Stress-Test,groq-kimi-k2,1.0,0.4,0.0,DEV-01,"The model explicitly acknowledges the existence of AI code writing tools like GitHub Copilot. The suggestions are recombinatorial, such as vertical depth or test-generation-first, which are tweaks to existing approaches."
O30,STRESS,Stress-Test,groq-kimi-k2,1.0,0.0,0.0,AI-01,"The model explicitly states that vector databases already exist and names several examples. The idea does not introduce any new conceptual primitives, as it is entirely based on existing vector database technology."
