prompt_id,rpac_id,domain,model_name,paas,cns,fni,rpac_match,justification
O17,AI-02,AI-Tooling,gemini-3-pro-preview,1.0,0.0,0.0,AI-02,"The model explicitly names existing competitors like Replicate, Hugging Face, Together AI, and Anyscale, indicating awareness of the prior art. The core idea of hosting LLMs via API is already well-established, making the conceptual novelty zero."
O18,NOCODE-01,No-Code,gemini-3-pro-preview,1.0,0.2,0.0,NOCODE-01,"The model explicitly names existing website builders like Wix and Squarespace, acknowledging the lack of novelty. The suggested strategies are parametric tweaks (niche focus, AI integration) on existing no-code app builders."
O19,NOCODE-02,No-Code,gemini-3-pro-preview,0.7,0.4,0.18000000000000002,NOCODE-02,"The model acknowledges the existence of competitors like Zapier and Make, but then suggests 'AI Agent' or 'Vertical' angles as novel. These are recombinatorial improvements on existing automation platforms."
O20,SEC-01,Security,gemini-3-pro-preview,1.0,0.4,0.0,SEC-01,"The model explicitly acknowledges the existence of established AI-powered endpoint protection platforms (EPPs) like CrowdStrike and SentinelOne. The suggested 'blue ocean' wedges are recombinations of existing security approaches applied to specific contexts (browser, IoT, AI, SMBs)."
O21,SEC-02,Security,gemini-3-pro-preview,1.0,0.0,0.0,SEC-02,"The model explicitly names existing companies and acknowledges the competitive landscape. The idea is a variation on existing passwordless authentication solutions, focusing on specific enterprise needs, which is a parametric tweak."
O22,DATA-01,Data,gemini-3-pro-preview,1.0,0.4,0.0,DATA-01,"The model explicitly acknowledges that separating storage and compute is already a common practice in data warehouses. The suggested opportunities are recombinations of existing concepts like open table formats, embedded warehouses, and real-time analytics."
O23,CONTROL,Control,gemini-3-pro-preview,0.7,0.2,0.24000000000000005,,"The model acknowledges the existence of current social media platforms and the challenges of creating something entirely new. However, the ideas presented are mostly recombinations or parametric tweaks of existing concepts, such as verticalization, focusing on intimacy, changing the currency of status, AI integration, and decentralized protocols."
O24,CONTROL,Control,gemini-3-pro-preview,0.7,0.2,0.24000000000000005,,"The model acknowledges that beating Google at general search is unrealistic and suggests focusing on niche search or AI-powered answer engines. This is a parametric tweak of the existing search engine concept, focusing on a specific audience or adding a summarization layer."
O25,CONTROL,Control,gemini-3-pro-preview,0.7,0.2,0.24000000000000005,,"The model acknowledges that the idea of differentiating from Amazon already exists, but still frames the specific strategies as novel. The ideas are mostly recombinations of existing marketplace strategies (vertical focus, community, trust) rather than introducing a completely new mechanism."
O26,STRESS,Stress-Test,gemini-3-pro-preview,1.0,0.0,0.0,FIN-01,"The model explicitly states that BNPL is a well-established sector, indicating awareness of prior art. The idea itself is a cosmetic rephrasing of existing BNPL services."
O27,STRESS,Stress-Test,gemini-3-pro-preview,1.0,0.4,0.0,FIN-02,The model explicitly identifies the idea as a neobank and names existing companies. The suggestion to focus on a niche is a recombinatorial approach.
O28,STRESS,Stress-Test,gemini-3-pro-preview,1.0,0.0,0.0,HLT-01,The model explicitly states that telemedicine already exists. The idea is a cosmetic rephrasing of existing telemedicine solutions.
O29,STRESS,Stress-Test,gemini-3-pro-preview,1.0,0.4,0.0,DEV-01,"The model explicitly states that the idea already exists and is highly competitive. It suggests niche applications, which are recombinatorial."
O30,STRESS,Stress-Test,gemini-3-pro-preview,1.0,0.0,0.0,AI-01,The model explicitly states that vector databases are a well-established category of software used extensively in the AI industry. The idea is a verbatim match for existing vector databases.
