prompt_id,rpac_id,domain,model_name,paas,cns,fni,rpac_match,justification
O12,DEV-01,DevTools,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,DEV-01,"The model acknowledges existing solutions like GitHub Copilot and Amazon CodeWhisperer, but still frames the idea as having differentiation opportunities. The core idea is an AI coding assistant, which already exists, so the conceptual novelty is a parametric tweak (niche languages, industries, etc.)."
O13,DEV-02,DevTools,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,DEV-02,"The model acknowledges existing tools like Datadog and New Relic, but still frames the idea as potentially novel. The suggestions for differentiation are parametric tweaks (niche focus, better UX) or recombinatorial (integration focus)."
O14,DEV-03,DevTools,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,DEV-03,"The model acknowledges existing players like Pulumi and GitHub Copilot, signaling non-novelty. The idea is a parametric tweak (natural language interface) on existing IaC tools."
O15,AI-01,AI-Tooling,openrouter-qwen3-coder,1.0,0.0,0.0,AI-01,The model explicitly names existing vector databases like Pinecone and Weaviate. The idea is a verbatim match for existing solutions.
O16,AI-01,AI-Tooling,openrouter-qwen3-coder,0.7,0.4,0.18000000000000002,AI-01,"The model acknowledges the existence of RAG and names competitors like Pinecone and Weaviate, but still frames the idea as a worthwhile pursuit. The core idea is recombinatorial, adding real-time, multi-modal, and automated memory management to existing vector DB solutions."
O17,AI-02,AI-Tooling,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,AI-02,"The model acknowledges existing solutions like Hugging Face and Replicate, signaling non-novelty. The idea is a parametric tweak on existing model serving platforms, focusing on easier deployment or better pricing."
O18,NOCODE-01,No-Code,openrouter-qwen3-coder,0.7,0.0,0.30000000000000004,NOCODE-01,"The model acknowledges the existence of established players like Webflow, Wix, and Squarespace, signaling non-novelty. However, the core idea of a drag-and-drop website builder is not new, representing a cosmetic rephrasing of existing solutions."
O19,NOCODE-02,No-Code,openrouter-qwen3-coder,0.7,0.0,0.30000000000000004,NOCODE-02,"The model acknowledges the existence of similar solutions like Zapier and Make, but still frames the idea as potentially viable with differentiation. The core concept is workflow automation, which is already covered by existing no-code platforms."
O20,SEC-01,Security,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,SEC-01,"The model acknowledges the existence of established players like CrowdStrike and SentinelOne, signaling non-novelty. The idea is a parametric tweak of existing endpoint protection platforms (EPP) by focusing on AI, which is already a trend in the industry."
O21,SEC-02,Security,openrouter-qwen3-coder,0.7,0.0,0.30000000000000004,SEC-02,"The model acknowledges the existence of passwordless login solutions and names competitors like Okta and Microsoft. However, it still frames the idea as potentially viable without introducing any novel mechanisms, making it a cosmetic rephrasing of existing solutions."
O22,DATA-01,Data,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,DATA-01,"The model acknowledges the existence of cloud data warehouses that separate storage and compute, but still frames the idea as potentially viable. The idea itself is a parametric tweak on existing solutions, focusing on specific use cases or building on open-source foundations."
O23,CONTROL,Control,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,,"The model acknowledges that the space is saturated and provides examples of recent innovations, signaling non-novelty (PAAS=0.7). The suggestions for new opportunities are mostly recombinatorial or parametric tweaks (CNS=0.2). No specific RPAC archetype applies."
O24,CONTROL,Control,openrouter-qwen3-coder,0.7,0.2,0.24000000000000005,,"The model acknowledges the difficulty and suggests niche specialization, different paradigms, better UX, and privacy focus. These are all parametric tweaks or recombinations of existing search engine features, not novel mechanisms."
O25,CONTROL,Control,openrouter-qwen3-coder,0.7,0.0,0.30000000000000004,,"The model acknowledges that Amazon is dominant and that other marketplaces exist, but it still frames the differentiation strategies as potentially novel. The strategies are all well-known and do not introduce any new conceptual primitives."
O26,STRESS,Stress-Test,openrouter-qwen3-coder,1.0,0.0,0.0,FIN-01,"The model explicitly states that BNPL already exists and names several major players. The idea does not introduce any new conceptual primitives, as it is a direct duplication of an existing service."
O27,STRESS,Stress-Test,openrouter-qwen3-coder,0.7,0.0,0.30000000000000004,FIN-02,"The model acknowledges the existence of neobanks, but still frames the idea as potentially viable if differentiated. The core concept is already present in the RPAC (FIN-02)."
O28,STRESS,Stress-Test,openrouter-qwen3-coder,1.0,0.0,0.0,HLT-01,The model explicitly states that telemedicine already exists. The idea is a verbatim match for telemedicine.
O29,STRESS,Stress-Test,openrouter-qwen3-coder,1.0,0.2,0.0,DEV-01,"The model explicitly acknowledges the existence of AI coding assistants like GitHub Copilot and Amazon CodeWhisperer. The suggested opportunities are parametric tweaks (niche specialization, better integration, improved accuracy, novel interfaces, education focus)."
O30,STRESS,Stress-Test,openrouter-qwen3-coder,1.0,0.0,0.0,AI-01,"The model explicitly states that vector databases are not a new invention and names existing companies in the space. The idea does not introduce any new conceptual primitives, as it is a direct instance of existing vector database technology."
