prompt_id,rpac_id,domain,model_name,paas,cns,fni,rpac_match,justification
O18,NOCODE-01,No-Code,openrouter-deepseek-v3.2,0.7,0.2,0.24000000000000005,NOCODE-01,"The model acknowledges the crowded market and suggests finding a niche, but still frames the idea as potentially viable with the right strategy. The core idea is a parametric tweak of existing no-code app builders, focusing on a specific niche."
O19,NOCODE-02,No-Code,openrouter-deepseek-v3.2,1.0,0.2,0.0,NOCODE-02,"The model explicitly names existing iPaaS solutions like Zapier and Make. The suggestions for differentiation are parametric tweaks (AI, mobile, industry templates) on existing automation platforms."
O20,SEC-01,Security,openrouter-deepseek-v3.2,0.7,0.2,0.24000000000000005,SEC-01,"The model acknowledges the existence of established players like CrowdStrike and SentinelOne, signaling non-novelty. The idea is a parametric tweak of existing SIEM/XDR solutions, focusing on AI-powered endpoint protection."
O21,SEC-02,Security,openrouter-deepseek-v3.2,1.0,0.2,0.0,SEC-02,"The model explicitly acknowledges the existence of passwordless authentication solutions and names competitors. The suggestions for differentiation are parametric tweaks (vertical focus, pricing model, UX) rather than new mechanisms."
O22,DATA-01,Data,openrouter-deepseek-v3.2,1.0,0.0,0.0,DATA-01,"The model explicitly names Snowflake, BigQuery, Redshift, and Databricks as existing solutions. The model suggests niche or adjacent opportunities, but the core idea is already well-established."
O23,CONTROL,Control,openrouter-deepseek-v3.2,0.7,0.0,0.30000000000000004,,"The model acknowledges the difficulty of creating something truly new and mentions existing platforms like BeReal, Discord, and TikTok. However, it still frames the possibility of creating something new, despite the ideas presented being recombinations of existing concepts."
O24,CONTROL,Control,openrouter-deepseek-v3.2,1.0,0.0,0.0,,The model explicitly states that directly challenging Google is unrealistic and suggests focusing on niches or alternative approaches. It acknowledges the existing landscape and doesn't claim originality.
O25,CONTROL,Control,openrouter-deepseek-v3.2,1.0,0.2,0.0,,"The model explicitly acknowledges the existence of Amazon and the need to differentiate. The ideas presented are parametric tweaks of existing marketplace models (niche focus, curation, community), not novel mechanisms."
O26,STRESS,Stress-Test,openrouter-deepseek-v3.2,1.0,0.0,0.0,FIN-01,"The model explicitly names existing BNPL companies and acknowledges the existence of the concept. The model does not introduce any new conceptual primitives, and the idea is a cosmetic rephrasing of existing BNPL services."
O27,STRESS,Stress-Test,openrouter-deepseek-v3.2,0.7,0.0,0.30000000000000004,FIN-02,"The model acknowledges the existence of digital-only banks, but still frames the idea as innovative. The idea is a cosmetic rephrasing of existing neobanks."
O28,STRESS,Stress-Test,openrouter-deepseek-v3.2,1.0,0.0,0.0,HLT-01,"The model explicitly states that the idea of telemedicine and video consultations with doctors has existed for decades, acknowledging prior art. The model does not introduce any new conceptual primitives, as it focuses on the implementation and scaling of an existing idea."
O29,STRESS,Stress-Test,openrouter-deepseek-v3.2,0.7,0.0,0.30000000000000004,DEV-01,"The model acknowledges the existence of AI code generation tools, but still frames the idea as potentially viable with differentiation. The core idea is already present in the RPAC, so CNS is 0."
O30,STRESS,Stress-Test,openrouter-deepseek-v3.2,1.0,0.0,0.0,AI-01,The model explicitly names existing vector databases and acknowledges the prior art. The model does not introduce any new conceptual primitives.
